tytul,cena,cena_za_metr,powierzchnia_dom,powierzchnia_dzialka,pietra,rynek,ilosc_sypialni,rok_budowy,typ,warunki,okna
NOWE domy wolnostojące w dobrej cenie 3 394zł/m2,465000.0,3394.16,137.0,427.0,1 piętro,pierwotny,4, 2017 , wolnostojący, do wykończenia, plastikowe
"Szczepankowo dom parterowy, śliczny ogród 1644m!",1190000.0,4524.71,263.0,1644.0,n/a,wtórny,5, 2006 , wolnostojący, do zamieszkania, plastikowe
"* Dom, a w nim 2 mieszkania * 2 osobne Kw *",699000.0,3064.45,228.1,452.0,1 piętro,wtórny,6, 1970 , bliźniak, do zamieszkania, plastikowe
"Dom, 215 m², Poznań",1390000.0,6465.12,215.0,635.0,1 piętro,wtórny,5, 2015 , wolnostojący, do zamieszkania, plastikowe
"Dom w zabudowie szeregowej 108/240 m2, os. Bajkowe",570000.0,3166.67,180.0,240.0,1 piętro,wtórny,5, 1990 , wolnostojący, do remontu, drewniane
Dom w cenie działki! Bardzo dobra lokalizacja!,450000.0,3461.54,130.0,573.0,1 piętro,wtórny,5, 1990 , wolnostojący, do remontu, drewniane
"Kamienica rejon Starego Rynku, wysoki standard",6500000.0,11818.18,550.0,114.0,3 piętra i więcej,wtórny,10, 1990 , kamienica, do remontu, drewniane
Kamienica niedaleko Starego Rynku! Całość Wynajęta,4900000.0,4016.39,1220.0,500.0,3 piętra i więcej,wtórny,10, 1990 , kamienica, do zamieszkania, drewniane
Ul. Łomnicka - 0% Prowizji Od Osoby Kupującej,650000.0,4642.86,140.0,700.0,1 piętro,wtórny,4, 2009 , wolnostojący, do zamieszkania, plastikowe
Starołęka - 0% Prowizji Od Osoby Kupującej,899995.0,4687.47,192.0,1182.0,1 piętro,wtórny,5, 2008 , wolnostojący, do zamieszkania, plastikowe
Różany Potok-na sprzedaż dom wolnostojący,799000.0,3096.9,258.0,597.0,1 piętro,wtórny,7, 1994 , wolnostojący, do zamieszkania, plastikowe
"Blisko Rondo Żegrze, spokojna okolica",399000.0,4384.62,91.0,150.0,n/a,pierwotny,4, 1994 , wolnostojący, do zamieszkania, plastikowe
"Wyremontowana willa miejska, Grunwald Biedrzyckieg",1350000.0,3375.0,400.0,545.0,3 piętra i więcej,wtórny,10, 1935 , wolnostojący, do zamieszkania, plastikowe
Bliźniak 4 lub 5 pokoi dzialka garaż Poznań,589000.0,4991.53,118.0,365.0,1 piętro,wtórny,5, 2017 , bliźniak, do wykończenia, plastikowe
"Dom, 270 m², Poznań",698000.0,2585.19,270.0,222.0,2 piętra,wtórny,6, 2010 , szeregowiec, do zamieszkania, plastikowe
Nowoczesne Mieszkanie Blizniacze W Plewiskach,440000.0,4287.66,102.62,100.0,1 piętro,wtórny,4, 2017 , bliźniak, do wykończenia, plastikowe
Piękna willa na Morasku,1750000.0,7736.52,226.2,1000.0,1 piętro,pierwotny,5, 2015 , wolnostojący, do wykończenia, plastikowe
Podolany wolnostojący,594000.0,3960.0,150.0,920.0,1 piętro,wtórny,4, 1950 , wolnostojący, do wykończenia, plastikowe
"Dom, 250 m², Poznań",1300001.0,5200.0,250.0,690.0,1 piętro,wtórny,5, 2007 , wolnostojący, do zamieszkania, plastikowe
"Dom, 350 m², Poznań",800000.0,2285.71,350.0,0.0,1 piętro,wtórny,9, 1920 , wolnostojący, do zamieszkania, plastikowe
"Piękny dom,atrakcyjna cena!",849000.0,4492.06,189.0,574.0,3 piętra i więcej,wtórny,5, 1985 , wolnostojący, do zamieszkania, plastikowe
"Dom, 220 m², Poznań",950000.0,4318.18,220.0,0.0,1 piętro,wtórny,3, 2012 , wolnostojący, do zamieszkania, plastikowe
!!! Nowa Cena - Mega Okazja !!!,715000.0,2814.96,254.0,709.0,1 piętro,wtórny,4, 1991 , wolnostojący, do remontu, plastikowe
Nowość!!300metrowa willa nad jeziorem na sprzedaż,1650000.0,5500.0,300.0,1200.0,2 piętra,wtórny,8, 2000 , wolnostojący, do remontu, plastikowe
Nowość!!300metrowa willa nad jeziorem na sprzedaż,1650000.0,5500.0,300.0,1200.0,2 piętra,wtórny,8, 2000 , wolnostojący, do remontu, plastikowe
Ekskluzywny dom na Podolanach,710000.0,5916.67,120.0,180.0,n/a,wtórny,5, 2000 , wolnostojący, do remontu, plastikowe
Dom 268m2 - Działka prawie 500m2 - Super miejsce,1199000.0,4473.88,268.0,462.0,1 piętro,wtórny,8, 1986 , bliźniak, do remontu, drewniane
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
Dom Poznań Szczepankowo Spławie ul. Popularna 6,629000.0,4474.96,140.56,450.0,1 piętro,pierwotny,4, 2017 , bliźniak, do wykończenia, plastikowe
Wyjątkowy dom w wyjątkowym miejscu,2400000.0,7058.82,340.0,1618.0,1 piętro,wtórny,7, 2007 , dworek/pałac, do zamieszkania, drewniane
Ciekawy 5-cio pokojowy dom + garaż w Smochowicach,650000.0,2826.09,230.0,549.0,1 piętro,wtórny,5, 1996 , bliźniak, do zamieszkania, plastikowe
"Szeregowiec ,dużo zieleni ,szybki dojad do centrum",600000.0,2500.0,240.0,250.0,2 piętra,wtórny,7, 1996 , szeregowiec, do zamieszkania, plastikowe
"Dom, 245 m², Poznań",595000.0,2428.57,245.0,202.0,n/a,wtórny,7, 1994 , szeregowiec, do zamieszkania, plastikowe
"Dom, 245 m², Poznań",595000.0,2428.57,245.0,202.0,n/a,wtórny,7, 1994 , szeregowiec, do zamieszkania, plastikowe
PALĘDZIE oś. LEŚNE,445000.0,4278.85,104.0,340.0,1 piętro,pierwotny,5, 2017 , wolnostojący, do wykończenia, plastikowe
"Dom, 320 m², Poznań",3200000.0,10000.0,320.0,9121.0,1 piętro,wtórny,6, 1998 , wolnostojący, do zamieszkania, plastikowe
"Atrakcyjny dom o pow.132,30 m2 Z DOPŁATĄ MDM 2018!",560000.0,4232.8,132.3,530.0,1 piętro,pierwotny,4, 1998 , bliźniak, do wykończenia, plastikowe
"Szeregowy z basenem, biznes.",710000.0,3100.44,229.0,411.0,1 piętro,wtórny,6, 1984 , szeregowiec, do zamieszkania, plastikowe
Nowa Oferta!!!!!,870000.0,2351.35,370.0,655.0,n/a,wtórny,6, 1992 , wolnostojący, do zamieszkania, plastikowe
Nowa Oferta!!!!!,870000.0,2351.35,370.0,655.0,n/a,wtórny,6, 1992 , wolnostojący, do zamieszkania, plastikowe
"Dom, 133 m², Poznań",390000.0,2932.33,133.0,300.0,1 piętro,pierwotny,4, 2017 , bliźniak, do wykończenia, plastikowe
"Piękna okolica -las,jezioro-polecam!",355000.0,4733.33,75.0,400.0,parterowy,wtórny,3, 1999 , wolnostojący, do zamieszkania, plastikowe
Ostatnia połówka -Morasko,550000.0,5421.39,101.45,490.0,n/a,pierwotny,4, 2017 , bliźniak, do wykończenia, plastikowe
Dom Sprzedaż Dobra Lokalizacja,590000.0,3371.43,175.0,470.0,1 piętro,wtórny,4, 1939 , bliźniak, do zamieszkania, drewniane
"Dom, 260 m², Poznań",1099000.0,4226.92,260.0,388.0,3 piętra i więcej,wtórny,4, 1980 , bliźniak, do zamieszkania, plastikowe
0% Prowizji!! 5-pokojowe Bobrownicka Szczepankowo,399000.0,3963.05,100.68,0.0,1 piętro,pierwotny,5, 2018 , szeregowiec, do wykończenia, plastikowe
Lukratywny interes w nieruchomościach,1790000.0,4475.0,400.0,14625.0,n/a,wtórny,10, 2018 , wolnostojący, do wykończenia, plastikowe
Dom na sprzedaż Winogrady,1200000.0,4477.61,268.0,0.0,parterowy,wtórny,7, 2018 , bliźniak, do wykończenia, plastikowe
Nowa Oferta!!!!!,870000.0,2351.35,370.0,655.0,n/a,wtórny,6, 1992 , wolnostojący, do zamieszkania, plastikowe
"Dom, 160 m², Poznań",596000.0,3725.0,160.0,200.0,1 piętro,wtórny,5, 2008 , szeregowiec, do zamieszkania, plastikowe
"Połowa domu, duży ogród, Poznań",350000.0,3723.4,94.0,513.0,1 piętro,wtórny,4, 2008 , wolnostojący, do remontu, plastikowe
"Dom, 117,50 m², Poznań",519000.0,4417.02,117.5,47.0,n/a,pierwotny,4, 2017 , bliźniak, do remontu, plastikowe
Na Sprzedaż Działka Rod Z Domem Strzeszyn,39000.0,1114.29,35.0,300.0,1 piętro,wtórny,1, 2017 , bliźniak, do remontu, plastikowe
"Poznań , ul.Promienista do wolno-stojący sprzedaż",1049000.0,5827.78,180.0,500.0,1 piętro,wtórny,7, 1969 , wolnostojący, do zamieszkania, plastikowe
Pięknie Położony Dom W Puszczykowie!,440000.0,2750.0,160.0,816.0,n/a,wtórny,4, 1935 , wolnostojący, do zamieszkania, plastikowe
Zamknięte osiedle z placem zabaw DUŻY Ogród 160m2,425000.0,5821.92,73.0,264.0,1 piętro,pierwotny,4, 2017 , szeregowiec, do wykończenia, plastikowe
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
"Dom, 160 m², Poznań",489000.0,3056.25,160.0,0.0,1 piętro,wtórny,5, 1960 , szeregowiec, do wykończenia, plastikowe
"Dom, 73 m², Poznań",400000.0,5479.45,73.0,100.0,n/a,wtórny,4, 2014 , szeregowiec, do zamieszkania, plastikowe
"Dom w zabudowie bliźniaczej, gotowy do wprowadzeni",790000.0,6148.34,128.49,350.0,2 piętra,wtórny,5, 2012 , bliźniak, do zamieszkania, plastikowe
"Szeregowiec ,dużo zieleni ,szybki dojad do centrum",600000.0,2500.0,240.0,250.0,2 piętra,wtórny,7, 2012 , szeregowiec, do zamieszkania, plastikowe
Nowe ATRAKCYJNY szeregowiec z ogrodem 4190zł/m2,430000.0,4190.22,102.62,100.0,1 piętro,pierwotny,4, 2018 , szeregowiec, do wykończenia, plastikowe
"Dom, 180 m², Poznań",739000.0,4105.56,180.0,332.0,2 piętra,wtórny,5, 1970 , bliźniak, do wykończenia, plastikowe
"Dom, 200 m², Poznań",650000.0,3250.0,200.0,963.0,1 piętro,wtórny,6, 1933 , wolnostojący, do remontu, plastikowe
"Dom, 180 m², Poznań",520000.0,2888.89,180.0,383.0,1 piętro,wtórny,5, 1950 , szeregowiec, do remontu, drewniane
"Dom, 280 m², Poznań",690000.0,2464.29,280.0,460.0,1 piętro,wtórny,6, 1985 , wolnostojący, do remontu, drewniane
**Dom**Blisko Centrum**Spokojna Okolica**Poznań**,650000.0,5909.09,110.0,571.0,2 piętra,wtórny,4, 1959 , bliźniak, do zamieszkania, plastikowe
"Dom, 556 m², Poznań",2900000.0,5215.83,556.0,421.0,2 piętra,wtórny,4, 1959 , kamienica, do zamieszkania, plastikowe
"Dom, 215 m², Poznań",745000.0,3465.12,215.0,325.0,2 piętra,wtórny,5, 2006 , bliźniak, do zamieszkania, plastikowe
"Dom, 150 m², Poznań",890000.0,5933.33,150.0,512.0,2 piętra,wtórny,4, 1964 , wolnostojący, do zamieszkania, plastikowe
Dom wolnostojący,985000.0,4477.27,220.0,1343.0,1 piętro,wtórny,6, 2010 , wolnostojący, do zamieszkania, plastikowe
"Dom, 218 m², Poznań",990000.0,4541.28,218.0,1343.0,1 piętro,wtórny,6, 2010 , wolnostojący, do zamieszkania, plastikowe
"Dom, 280 m², Poznań",1890000.0,6750.0,280.0,0.0,n/a,wtórny,5, 2010 , wolnostojący, do zamieszkania, plastikowe
Funkcjonalny dom dwurodzinny,650000.0,3611.11,180.0,626.0,1 piętro,wtórny,6, 2001 , wolnostojący, do zamieszkania, plastikowe
"Dom, 123 m², Poznań",550000.0,4471.54,123.0,190.0,1 piętro,wtórny,5, 2001 , bliźniak, do zamieszkania, plastikowe
"Dom, 200 m², Poznań",490000.0,2450.0,200.0,3000.0,parterowy,wtórny,5, 2010 , wolnostojący, do wykończenia, plastikowe
"Dom, 750 m², Poznań",1100000.0,1466.67,750.0,498.0,3 piętra i więcej,wtórny,10, 1955 , kamienica, do zamieszkania, plastikowe
Unikalna nieruchomość.Piękna willa na Grunwaldzie!,1999000.0,7688.46,260.0,841.0,1 piętro,wtórny,4, 1958 , wolnostojący, do zamieszkania, drewniane
"Dom, 180 m², Poznań",570000.0,3166.67,180.0,240.0,2 piętra,wtórny,5, 1990 , szeregowiec, do zamieszkania, drewniane
"Dom, 160 m², Poznań",816000.0,5100.0,160.0,315.0,1 piętro,wtórny,4, 1982 , szeregowiec, do zamieszkania, plastikowe
"Dom, 72 m², Poznań",729000.0,10125.0,72.0,0.0,parterowy,wtórny,3, 1910 , szeregowiec, do zamieszkania, plastikowe
"Dom, 195 m², Poznań",800000.0,4102.56,195.0,860.0,1 piętro,wtórny,6, 2015 , wolnostojący, stan surowy otwarty, plastikowe
"Piękny dom na os Kwiatowym, idealny pod inwestycje",745000.0,3781.73,197.0,1236.0,n/a,wtórny,6, 2015 , bliźniak, do zamieszkania, plastikowe
"Dom, 170 m², Poznań",850000.0,5000.0,170.0,1000.0,1 piętro,wtórny,4, 2015 , wolnostojący, do zamieszkania, plastikowe
Piękny dom z cudowym ogrodem! Przekonaj się sam!,850000.0,5312.5,160.0,350.0,1 piętro,wtórny,4, 2015 , bliźniak, do zamieszkania, plastikowe
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
BEZPOŚREDNIO DOM Poznań MORASKO Huby Moraskie 375m,1099000.0,2930.67,375.0,1429.0,2 piętra,wtórny,6, 2018 , wolnostojący, do wykończenia, plastikowe
Uroczy dom tuż obok Poznania ! Wszędzie blisko !,396000.0,5500.0,72.0,244.0,1 piętro,wtórny,4, 2018 , szeregowiec, do wykończenia, plastikowe
Miejsce parkingowe i ogródek - NOWY dom !,362000.0,5027.78,72.0,150.0,1 piętro,pierwotny,4, 2018 , szeregowiec, do wykończenia, plastikowe
* Zadbany dom * garaż na dostawcze * las * rzeka *,450000.0,2045.45,220.0,690.0,1 piętro,wtórny,5, 1989 , wolnostojący, do zamieszkania, drewniane
"Dom, 335 m², Poznań",990000.0,2955.22,335.0,0.0,2 piętra,wtórny,7, 1995 , wolnostojący, do zamieszkania, plastikowe
"Dom, 1 496 m², Poznań",4500000.0,3008.02,1496.0,500.0,n/a,wtórny,10, 1995 , wolnostojący, do zamieszkania, plastikowe
"Dom, 100 m², Poznań",625000.0,6250.0,100.0,750.0,1 piętro,wtórny,2, 1995 , wolnostojący, do zamieszkania, plastikowe
Niesamowity Dom na Antoninku!+Osobne Mieszkanie !,699000.0,1747.5,400.0,400.0,2 piętra,wtórny,5, 1995 , bliźniak, do zamieszkania, plastikowe
"Dom, 150 m², Poznań",900000.0,6000.0,150.0,380.0,1 piętro,wtórny,6, 2003 , bliźniak, do zamieszkania, plastikowe
Środkowy szereg na Piątkowie - Nowe budownictwo,889000.0,4938.89,180.0,160.0,2 piętra,wtórny,6, 2000 , bliźniak, do zamieszkania, plastikowe
"Dom, 301 m², Poznań",849999.0,2823.92,301.0,1013.0,1 piętro,wtórny,6, 1985 , wolnostojący, do zamieszkania, plastikowe
"Dom, 120 m², Poznań",591000.0,4925.0,120.0,475.0,1 piętro,wtórny,4, 1976 , bliźniak, do zamieszkania, plastikowe
"Dom, 230 m², Poznań",1045000.0,4543.48,230.0,200.0,1 piętro,wtórny,4, 1991 , szeregowiec, do zamieszkania, plastikowe
"Podolany, atrakcyjna działka, dom na firmę",699000.0,3495.0,200.0,1300.0,n/a,wtórny,5, 1991 , wolnostojący, do zamieszkania, plastikowe
Dom na sprzedaż Poznań-Naramowice,699000.0,3177.27,220.0,396.0,1 piętro,wtórny,5, 2008 , wolnostojący, do remontu, plastikowe
"Dom, 117,07 m², Poznań",495000.0,4228.24,117.07,500.0,1 piętro,pierwotny,4, 2017 , bliźniak, do remontu, plastikowe
"Dom, 85 m², Poznań",660005.0,7764.76,85.0,798.0,1 piętro,wtórny,4, 2013 , wolnostojący, do zamieszkania, plastikowe
"Dom, 388,61 m², Poznań",749000.0,1927.38,388.61,0.0,2 piętra,wtórny,6, 1980 , wolnostojący, do zamieszkania, plastikowe
Sprzedam dom po generalnym remoncie w Poznaniu,790000.0,3607.31,219.0,576.0,2 piętra,wtórny,6, 1980 , bliźniak, do zamieszkania, plastikowe
Kamienica w centrum,6500000.0,12278.05,529.4,114.0,3 piętra i więcej,wtórny,6, 2008 , kamienica, do zamieszkania, plastikowe
"Dom, 166 m², Poznań",699000.0,4210.84,166.0,772.0,2 piętra,wtórny,6, 1939 , bliźniak, do zamieszkania, plastikowe
"Szeregowiec, Podolany ul. Wietrzykowskich",720000.0,3000.0,240.0,225.0,2 piętra,wtórny,5, 2003 , szeregowiec, do zamieszkania, plastikowe
Gotowe bliźniaki -duże działki- 15 min od Poznania,490000.0,3772.13,129.9,474.0,1 piętro,pierwotny,5, 2003 , bliźniak, do wykończenia, plastikowe
Dom z pięknym ogrodem /Poznań Junikowo,895000.0,2983.33,300.0,701.0,n/a,wtórny,5, 1982 , wolnostojący, do wykończenia, plastikowe
Dom z pięknym ogrodem ! Podolany,890000.0,4944.44,180.0,630.0,n/a,wtórny,5, 2002 , wolnostojący, do wykończenia, plastikowe
Duży dom na Winogradach- sprzedaż,1490000.0,3465.12,430.0,431.0,n/a,wtórny,10, 1984 , wolnostojący, do wykończenia, plastikowe
Nowy dworek w Kiekrzu ok. Poznania.,929000.0,2654.29,350.0,1866.0,n/a,wtórny,6, 2016 , wolnostojący, do wykończenia, drewniane
Piękna kamienica w centrum Poznania po remoncie .,6400000.0,11636.36,550.0,630.0,n/a,wtórny,10, 2010 , kamienica, do wykończenia, plastikowe
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
"Wszędzie blisko - Nowy, solidny DOM !",362000.0,5027.78,72.0,150.0,1 piętro,pierwotny,4, 2018 , szeregowiec, do wykończenia, plastikowe
"Dom, 456 m², Poznań",3100000.0,6798.25,456.0,925.0,1 piętro,wtórny,10, 1937 , szeregowiec, do wykończenia, drewniane
REZERWACJA,549000.0,3564.94,154.0,855.0,1 piętro,wtórny,4, 1937 , wolnostojący, do wykończenia, plastikowe
Atrakcyjne domy - 4 pokoje - OGRÓD-wszystkie media,497500.0,4564.22,109.0,401.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
Sprzedam dom w Kiekrzu !,1499000.8,6813.64,220.0,1435.0,n/a,wtórny,4, 2000 , wolnostojący, do wykończenia, plastikowe
Piękny dom w Poznaniu ok. Piątkowa.,1849998.8,7115.38,260.0,1000.0,n/a,pierwotny,6, 2000 , wolnostojący, do wykończenia, plastikowe
"Nowoczesny dom Poznań ,Piątkowo!",760306.03,4380.4,173.57,500.0,n/a,pierwotny,5, 2000 , bliźniak, do wykończenia, plastikowe
Luksusowa Willa w Poznaniu !,3250000.0,9489.05,342.5,2000.0,n/a,pierwotny,7, 2000 , bliźniak, do wykończenia, plastikowe
"Dom, 420 m², Poznań",820000.0,1952.38,420.0,1080.0,1 piętro,wtórny,8, 2015 , bliźniak, stan surowy zamknięty, plastikowe
Promocja cenowa do końca sierpnia !!!,384000.0,4413.79,87.0,75.0,2 piętra,pierwotny,5, 2017 , szeregowiec, do zamieszkania, plastikowe
"Dom Poznań, ul. Radłowa OKAZJA",540000.0,3439.49,157.0,350.0,2 piętra,pierwotny,5, 2017 , bliźniak, do wykończenia, plastikowe
"Dom, 178 m², Poznań",725000.0,4073.03,178.0,773.0,1 piętro,wtórny,6, 1987 , wolnostojący, do zamieszkania, plastikowe
"Dom, 93 m², Poznań",559000.0,6010.75,93.0,250.0,n/a,pierwotny,4, 2017 , bliźniak, do wykończenia, plastikowe
"Dom, 97 m², Poznań",579000.0,5969.07,97.0,250.0,n/a,pierwotny,4, 2017 , bliźniak, do wykończenia, plastikowe
"Dom, 130 m², Poznań",990000.0,7615.38,130.0,733.0,parterowy,wtórny,4, 2006 , wolnostojący, do zamieszkania, plastikowe
Wygoda bez kompromisów w Mdm na 2017 !,389000.0,5280.3,73.67,75.0,3 piętra i więcej,pierwotny,4, 2017 , szeregowiec, do zamieszkania, plastikowe
Dom wolnostojący Kiekrz z dużym ogrodem,939000.0,5075.68,185.0,915.0,1 piętro,wtórny,5, 2009 , wolnostojący, do zamieszkania, plastikowe
Dom - usługi Poznań Junikowo,1150000.0,3159.34,364.0,1109.0,3 piętra i więcej,wtórny,10, 2000 , wolnostojący, do zamieszkania, plastikowe
Sprzedam dom,590000.0,2809.52,210.0,350.0,2 piętra,wtórny,4, 1982 , szeregowiec, do zamieszkania, plastikowe
"Dom, 290 m², Poznań",1100000.0,3793.1,290.0,464.0,1 piętro,wtórny,7, 1982 , bliźniak, do zamieszkania, plastikowe
"Dom, 158,25 m², Poznań",999000.0,6312.8,158.25,0.0,2 piętra,wtórny,5, 2001 , bliźniak, do zamieszkania, plastikowe
"Dom, 214 m², Poznań",1390000.0,6495.33,214.0,635.0,1 piętro,wtórny,5, 2015 , wolnostojący, do zamieszkania, drewniane
"Bliźniak Podolany, do zamieszkania lub pod firmę",750000.0,2884.62,260.0,399.0,n/a,wtórny,8, 1998 , bliźniak, do zamieszkania, plastikowe
"Dom, 440 m², Poznań",1800000.0,4090.91,440.0,1560.0,1 piętro,wtórny,7, 1998 , dworek/pałac, do zamieszkania, plastikowe
Bliźniak + Domek Wolnostojący,595000.0,3606.06,165.0,466.0,n/a,wtórny,6, 1972 , dworek/pałac, do remontu, drewniane
Piękny dom na Naramowicach,1300000.0,5133.06,253.26,684.0,1 piętro,wtórny,5, 2007 , wolnostojący, do remontu, drewniane
Dom na sprzedaż w sercu Podolan!,1550000.0,5740.74,270.0,626.0,3 piętra i więcej,wtórny,4, 2000 , wolnostojący, do remontu, drewniane
"Dom, 270 m², Poznań",790000.0,2925.93,270.0,439.0,1 piętro,wtórny,6, 1996 , bliźniak, do zamieszkania, drewniane
Dom z ogrodem w cenie mieszkania 10 min od centrum,315000.0,3150.0,100.0,300.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
"Super funkcjonalny dom z OGRODEM, Wszędzie BLISKO",415000.0,5690.39,72.93,243.88,1 piętro,pierwotny,4, 2016 , szeregowiec, do wykończenia, plastikowe
"Willa miejska Poznań, ul. Radłowa OKAZJA",710000.0,3736.84,190.0,500.0,1 piętro,pierwotny,5, 2018 , wolnostojący, do wykończenia, plastikowe
"Domy Literacka, Poznań, Strzeszyn",685000.0,5393.7,127.0,700.0,1 piętro,pierwotny,4, 2018 , bliźniak, do wykończenia, plastikowe
